ID	Title	Brand	MPN	UPC	link	Price	Availability	Description	Image_link	custom_label_0	Condition
527	Samsung Galaxy Tab 3 8.0" Touch Screen Digitizer - White	For Samsung	SMG-TB3-2-101		https://www.phonepartworld.com/Samsung-Galaxy-Tab-3-8-Touch-Screen-Digitizer-White	19.5	In Stock	 Have you accidentally dropped your Samsung Galaxy Tab 3 and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 7" Galaxy Tab 3 will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab 3 Size: 8.0 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : White  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%203/1-Samsung-Galaxy-Tab-3-8-T210-Screen-digitizer-replacement-White.jpg	SAMSUNG	New
531	Samsung Galaxy Tab 3 10.1" Touch Screen Digitizer (WiFi/3G) - Black	For Samsung	SMG-TB3-3-101		https://www.phonepartworld.com/Samsung-Galaxy-Tab-3-10-1-Touch-Screen-Digitizer-Black	29.5	In Stock	 Have you accidentally dropped your Samsung Galaxy Tab 3 and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 10.1" Galaxy Tab 3 will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab 3 Size: 10.1 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : Black Model: Must select Wi-Fi (GT-5210) or 3G (GT-5200) from option menu *  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%203/1-Samsung-Galaxy-Tab-3-10-Screen-digitizer-replacement-Black.jpg	SAMSUNG	New
535	Samsung Galaxy Tab 3 Lite 7" Touch Screen Digitizer (WiFi/3G) - White	For Samsung	SMG-TB3-1-104		https://www.phonepartworld.com/Samsung-Galaxy-Tab-3-Lite-7-Touch-Screen-Digitizer-WiFi-3G-White	24.99	In Stock	 Have you accidentally dropped your 7 inch Samsung Galaxy Tab 3 Lite and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 7" Galaxy Tab 3 will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab 3 Lite Size: 7.0 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : White Model: Must select Wi-Fi (SM-T110) or 3G (SM-T111) from option menu *  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%203/1-Lite-Samsung-Galaxy-Tab-3-7-T11-Screen-digitizer-replacement-White.jpg	SAMSUNG	New
536	Samsung Galaxy Tab 10.1" Touch Screen Digitizer - Black	For Samsung	SMG-TB1-3-101		https://www.phonepartworld.com/Samsung-Galaxy-Tab-1-10-Touch-Screen-Digitizer-WiFi-3G-Black	25.49	In Stock	 Have you accidentally dropped your Samsung Galaxy Tab 10.1 and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 10.1" Galaxy Tab will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab Size: 10.1 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : Black  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%201/1-Samsung-Galaxy-Tab-1-10-Inch-7500-Screen-digitizer-replacement-Black.jpg	SAMSUNG	New
538	Samsung Galaxy Tab 10.1" LCD Screen Replacement	For Samsung	SMG-TB1-3-103		https://www.phonepartworld.com/Samsung-Galaxy-Tab-10-LCD-Screen-Replacement	79.99	In Stock	 Say Goodbye To That Damaged Screen! Have you accidentally dropped your Samsung Galaxy Tablet and are experiencing problems such as blurry pixel lines or inky spots? We all know how it can interrupt your workflow, but that's alright! This LCD screen replacement for Galaxy Tab 10.1" is what you need. If your Galaxy Tablet screen has been damaged for any reason, this is the replacement LCD screen for you! This brand new TFT display allows you to repair damages like broken LCD displays, discoloration, dead pixels, black or white screens and much more! Use this brand new replacement screen to resolve nearly any display or cosmetic issues your Samsung Galaxy Tab 10.1" may have and make it look and work like brand new! Features: Size: 10.1 inches Screen Type: TFT Resolution: 1280 x 800 Pixels Colors: 16,777,216 Original OEM Samsung Tab LCD Screen Replacement Part Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%201/1-Samsung-Galaxy-Tab-1-7-Inch-1000-LCD-Screen-replacement.jpg	SAMSUNG	New
551	Samsung Galaxy Tab 2 7.0" Touch Screen Digitizer - Black	For Samsung	SMG-TB2-1-101		https://www.phonepartworld.com/Samsung-Galaxy-Tab-2-7-Touch-Screen-Digitizer-Black	29.99	In Stock	 Have you accidentally dropped your Samsung Galaxy Tab 2 7.0" and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 7.0" Galaxy Tab 2 will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab 2 Size: 7.0 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : Black Model Number Compatibility: P3100, P3110, P3113, I705  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%202/1-Samsung-Galaxy-Tab-2-7-Inch-Screen-digitizer-replacement-Black.jpg	SAMSUNG	New
552	Samsung Galaxy Tab 2 7.0" Touch Screen Digitizer - White	For Samsung	SMG-TB2-1-102		https://www.phonepartworld.com/Samsung-Galaxy-Tab-2-7-Touch-Screen-Digitizer-White	29.99	In Stock	 Have you accidentally dropped your Samsung Galaxy Tab 2 7.0" and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 7.0" Galaxy Tab 2 will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab 2 Size: 7.0 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : White Model Number Compatibility: P3100, P3110, P3113, I705  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%202/1-Samsung-Galaxy-Tab-2-7-Inch-Screen-digitizer-replacement-White.jpg	SAMSUNG	New
556	Samsung Galaxy Tab 2 10.1" Touch Screen Digitizer - Black	For Samsung	SMG-TB2-2-101		https://www.phonepartworld.com/Samsung-Galaxy-Tab-2-10-Touch-Screen-Digitizer-Black	39.99	In Stock	 Have you accidentally dropped your Samsung Galaxy Tab 2 10.1" and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 10.1" Galaxy Tab 2 will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab 2 Size: 10.1 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : Black Model Number Compatibility: P5113, P5100  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%201/1-8.9-Samsung-Galaxy-Tab-1-Inch-7300-Screen-digitizer-replacement-Black.jpg	SAMSUNG	New
557	Samsung Galaxy Tab 2 10.1" Touch Screen Digitizer - White	For Samsung	SMG-TB2-2-102		https://www.phonepartworld.com/Samsung-Galaxy-Tab-2-10-Touch-Screen-Digitizer-White	39.99	In Stock	 Have you accidentally dropped your Samsung Galaxy Tab 2 10.1" and realized that its screen has been scratched or broken? Is the touch screen not as responsive as it used to be? We all know how it feels, but don't worry. This OEM touch screen digitizer for the 10.1" Galaxy Tab 2 will fix both cosmetic issues, and also issues relating to the touch screen sensitivity and responsiveness. If your Galaxy tablet has been dropped or damaged for any reason, this is the replacement screen for you! Use this brand new front screen digitizer to resolve nearly any display sensitivity or cosmetic issues your Samsung Galaxy Tablet may have! Features: OEM Touch Screen Digitizer Glass for Samsung Galaxy Tab 2 Size: 10.1 inches Protective Material: Oleophobic Coating Connector Type: Clip Color : White Model Number Compatibility: P5113, P5100  Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Tab%201/1-Samsung-Galaxy-Tab-1-10-Inch-7500-Screen-digitizer-replacement-White.jpg	SAMSUNG	New
580	LG G3 LCD Digitizer Touch Screen - Black, Original	For LG	LG-OG3-101		https://www.phonepartworld.com/LG-Optimus-G3-LCD-Digitizer-Touch-Screen-Black-Original	74.99	Out of Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your LG G3 and realized that its screen has been scratched or broken? This original LCD screen for LG G3 includes both the touch screen digitizer glass and the LCD screen. If your LG G3 has been dropped or damaged for any reason, this is the replacement screen for you! This brand new high quality screen replacement assembly allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your LG G3 may have! Our high quality original LG G3 LCD screens go through a rigorous testing and selection process so that you can rest assured that the replacement screen you receive carries the same quality and craftsmanship that was put into your device when you first bought it. Features: LG G3 Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: HD-IPS + LCD Capacitive Touchscreen Resolution: 2560 x 1440 Pixels, 534 ppi Pixel Density, 16M Colors Original OEM LCD Screen Replacement Part Screen Size: 5.5 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/LG/G3/1-LG-Optimus-G3-LCD-assembly-LCD-Replacement-Black.jpg	LG 	New
626	LG Nexus 5 Battery Back Cover Replacement - Black	For LG	LG-NX5-104		https://www.phonepartworld.com/LG-Nexus-5-Battery-Back-Cover-Replacement-Black	25.99	In Stock	Cracked Back Cover? Say Goodbye To It. If you have accidentally dropped and damaged your LG Nexus 5 battery cover, then you have landed at the right place. Using this replacement part, which is very easy to install, you can change your cracked or scratched Nexus 5 back cover and make it look like brand new. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality LG Nexus 5 OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM LG Nexus 5 OEM Battery Door Cover Model Compatibility: D820, D821 Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/LG/Nexus%205/1-LG-Nexus-5-Back-Cover-Housing-Glass-Replacement-Black.jpg	LG 	New
635	LG Nexus 5 Battery Back Cover Replacement - White	LG 	LG-NX5-105		https://www.phonepartworld.com/LG-Nexus-5-Battery-Back-Cover-Replacement-White	24.99	In Stock	Cracked Back Cover? Say Goodbye To It. If you have accidentally dropped and damaged your LG Nexus 5 battery cover, then you have landed at the right place. Using this replacement part, which is very easy to install, you can change your cracked or scratched Nexus 5 back cover and make it look like brand new. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality LG Nexus 5 OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM LG Nexus 5 OEM Battery Door Cover Model Compatibility: D820, D821 Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/LG/Nexus%205/1-LG-Nexus-5-Back-Cover-Housing-Glass-Replacement-White.JPG	LG 	New
639	LG Optimus G LCD Digitizer Touch Screen - Black, Original	For LG	LG-OG1-101		https://www.phonepartworld.com/LG-Optimus-G-LCD-Digitizer-Touch-Screen-Black-Original	69.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your LG Optimus G and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for LG Optimus G includes both the touch screen digitizer glass and LCD screen. If your Optimus G has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your Optimus G may have! Features: LG Optimus G Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Resolution:1280 x 768 Pixels, 318 ppi Pixel Density, 16M Colors Display Type: HD-IPS + LCD Capacitive Touchscreen Original OEM LCD Screen Replacement Part Screen Size: 4.7 inches Color: Black Select LG Optimus G Model Based on Wireless Carrier Before Adding to Cart AT&T Sprint E970 LS970 Eligible For: Compatibility:  	https://www.phonepartworld.com/image/data/Products/LG/G/1-LG-Optimus-G-LCD-assembly-LCD-Replacement-Black.jpg	LG 	New
652	HTC One M7 LCD Digitizer Assembly + Front Housing Frame (Black)	HTC	HTC-OM7-102		https://www.phonepartworld.com/HTC-One-M7-LCD-Digitizer-Assembly-Front-Housing-Frame-Black-Original	64.99	In Stock	Say goodbye to that cracked screen. Looking for an all-in-one fix for your shattered HTC One (M7) front screen? Well, look no further. This LCD Digitizer Screen Assembly for HTC One (M7) includes the front/back housing frame in addition to the touch screen digitizer and LCD screen so that you can easily install it on your device without the need to move any of the components of your cracked front panel to the new one. If your One (M7) has been dropped or damaged for any reason, this is the replacement screen assembly for you! This brand new assembly includes both screens (LCD + Digitizer) and the frame, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen or frame, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One (M7) may have and make it look like brand new! Features: HTC One M7 Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD3 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1920 x 1080 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Front Housing Frame Preinstalled Screen Size: 4.7 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20M7/1-HTC-One-M7-LCD-Assembly-LCD-Replacement-With-Frame-Black.jpg	HTC	New
656	HTC One M7 Battery Back Cover Replacement - Silver	HTC	HTC-OM7-105		https://www.phonepartworld.com/HTC-One-M7-Battery-Back-Cover-Replacement-Silver	24.99	In Stock	Have you accidentally dropped and damaged your HTC One (M7) battery cover? Well, good news. Using this replacement part, which is very easy to install, you can change your cracked or scratched HTC One back cover and make it look like brand new. This back cover includes the NFC connector preinstalled so that you can easily replace your HTC One M7's back cover with having to transfer the NFC connector from your device's damaged back cover. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality HTC ONE OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM HTC One M7 Battery Door Cover NFC Connector Preinstalled Color: Silver Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20M7/1-HTC-One-M7-Back-Housing-Battery-Cover-Replacement-Silver.jpg	HTC	New
658	HTC One M7 Battery Back Cover Replacement - Black	HTC	HTC-OM7-104		https://www.phonepartworld.com/HTC-One-M7-Battery-Back-Cover-Replacement---Black	24.99	In Stock	Have you accidentally dropped and damaged your HTC One (M7) battery cover? Well, good news. Using this replacement part, which is very easy to install, you can change your cracked or scratched HTC M7 back cover and make it look like brand new. This back cover includes the NFC connector preinstalled so that you can easily replace your HTC One M7's back cover with having to transfer the NFC connector from your device's damaged back cover. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality HTC ONE OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM HTC One M7 Battery Door Cover NFC Connector Preinstalled Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20M7/1-HTC-One-M7-Back-Housing-Battery-Cover-Replacement-Black.jpg	HTC	New
661	HTC One M7 LCD Digitizer Assembly + Front Housing Frame (Silver)	HTC	HTC-OM7-103		https://www.phonepartworld.com/HTC-One-M7-LCD-Digitizer-Assembly-Front-Housing-Frame-Silver-Original	64.99	In Stock	Say goodbye to that cracked screen. Looking for an all-in-one fix for your shattered HTC One (M7) front screen? Well, look no further. This LCD Digitizer Screen Assembly for HTC One (M7) includes the front/back housing frame in addition to the touch screen digitizer and LCD screen so that you can easily install it on your device without the need to move any of the components of your cracked front panel to the new one. If your One (M7) has been dropped or damaged for any reason, this is the replacement screen assembly for you! This brand new assembly includes both screens (LCD + Digitizer) and the frame, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen or frame, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One (M7) may have and make it look like brand new! Features: HTC One M7 Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD3 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1920 x 1080 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Front Housing Frame Preinstalled Screen Size: 4.7 inches Color: Silver Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20M7/1-HTC-One-M7-LCD-Assembly-LCD-Replacement-With-Frame-Silver.jpg	HTC	New
667	HTC One M8 LCD Digitizer Touch Screen - Black, Original	HTC	HTC-OM8-101		https://www.phonepartworld.com/HTC-One-M8-LCD-Digitizer-Touch-Screen-Black-Original	65.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC One M8 and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC One (M8) includes both the touch screen digitizer glass and LCD screen. If your HTC One (M8) has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One may have! Features: HTC One M8 Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD3 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1920 x 1080 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 5.0 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20M8/1-HTC-One-M8-LCD-Assembly-LCD-Replacement-Black.jpg	HTC	New
669	HTC One Mini LCD Digitizer Touch Screen - Black, Original	HTC	HTC-OM6-101		https://www.phonepartworld.com/HTC-One-Mini-LCD-Digitizer-Touch-Screen-Black-Original	59.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC One Mini and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC One Mini includes both the touch screen digitizer glass and LCD screen. If your HTC One Mini has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One may have! Features: HTC One Mini Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1280 x 720 Pixels, 16M Colors Protection: Corning Gorilla Glass 3 Screen Size: 4.3 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20M7/1-HTC-One-M7-LCD-Assembly-LCD-Replacement-Black.jpg	HTC	New
672	HTC One Mini Battery Back Cover Replacement - Black	HTC	HTC-OM6-104		https://www.phonepartworld.com/HTC-One-Mini-Battery-Back-Cover-Replacement-Black	32.99	In Stock	Have you accidentally dropped and damaged your HTC One Mini battery cover? Well, good news. Using this replacement part, which is very easy to install, you can change your cracked or scratched HTC Mini back cover and make it look like brand new. This back cover includes the NFC connector preinstalled so that you can easily replace your HTC One Mini's back cover with having to transfer the NFC connector from your device's damaged back cover. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality HTC One Mini OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM HTC One Mini Battery Door Cover NFC Connector Preinstalled Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20Mini/1-HTC-One-Mini-Battery-Cover-Back-Housing-Replacement.jpg	HTC	New
673	HTC One X LCD Digitizer Touch Screen - Black, Original	HTC	HTC-OX-101		https://www.phonepartworld.com/HTC-One-X-LCD-Digitizer-Touch-Screen-Black-Original	50.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC One X and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC One X includes both the touch screen digitizer glass and LCD screen. If your HTC One X has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One X may have! Features: HTC One X Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1280 X 720 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 4.7 inches Light Guide Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20X/1-HTC-One-X-LCD-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
676	HTC One X+ LCD Digitizer Touch Screen - Black, Original	HTC	HTC-OX-105		https://www.phonepartworld.com/HTC-One-X-plus-LCD-Digitizer-Touch-Screen-Black-Original	50.99	Out of Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC One X+ and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC One X+ includes both the touch screen digitizer glass and LCD screen. If your HTC One X+ has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead piX+els, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One X+ may have! Features: HTC One X+ Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD3 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1280 x 720 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 4.7 inches Light Guide Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20X/1-HTC-One-X-LCD-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
682	HTC One SV LCD Digitizer Touch Screen - Black, Original	HTC	HTC-OSV-101		https://www.phonepartworld.com/HTC-One-SV-LCD-Digitizer-Touch-Screen-Black-Original	49.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC One SV and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC One SV includes both the touch screen digitizer glass and LCD screen. If your HTC One SV has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One SV may have! Features: HTC One SV Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 800x480 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 4.3 inches White Light Guide Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20SV/1-HTC-One-SV-LCD-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
683	HTC One SV LCD Digitizer Touch Screen -White, Original	HTC	HTC-OSV-102		https://www.phonepartworld.com/HTC-One-SV-LCD-Digitizer-Touch-Screen-White-Original	49.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC One SV and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC One SV includes both the touch screen digitizer glass and LCD screen. If your HTC One SV has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One SV may have! Features: HTC One SV Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 800x480 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 4.3 inches White Light Guide Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20SV/1-2-HTC-One-SV-LCD-Touch-Screen-Digitizer-Replacement-White.jpg	HTC	New
686	HTC One V LCD Digitizer Touch Screen - Black, Original	HTC	HTC-OV-101		https://www.phonepartworld.com/HTC-One-V-LCD-Digitizer-Touch-Screen-Black-Original	33.79	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC One V and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC One V includes both the touch screen digitizer glass and LCD screen. If your HTC One V has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC One V may have! Features: HTC One V Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1920 x 1080 Pixels, 16M Colors Protection: Corning Gorilla Glass Screen Size: 3.7 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/One%20V/1-HTC-One-V-LCD-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
